Decade,Year,Name,Image,ImageDescription,Image2,Image3,ImageDescription2,ImageDescription3,Country1,Country2,Country3,Country4,Flag1,Flag2,Flag3,Flag4,NameOther,Tons burthen,Complement,Armament,Builder,Launched,Length,Propulsion,Laid down,Fate,Class,Sail plan,Port of registry,Namesake,Owner,In service,Out of service,Completed,Captured,Acquired,Commissioned,Honours andawards,Beam,Draught,Depth of hold,Ordered,Renamed,Decommissioned,Homeport,Type,Displacement,Draft,Range,Masts:,Foremast:,Mainmast:,Mizzenmast:,Other masts:,ClassRate
1650,1650,English ship Pelican (1650),,,,,,,Commonwealth of England,,,,//upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Flag_of_The_Commonwealth.svg/35px-Flag_of_The_Commonwealth.svg.png,,,, Pelican, 516+64⁄94tons (bm), 180 personnel in 1653, 42 guns (1653)," John Taylor, Wapping",1650, 100\xa0ft 0\xa0in (30.5\xa0m) keel for tonnage,,, Accidentally burnt at Portsmouth 13 February 1656, 42-gunFourth-rate, ship-rigged,,,,,,,,,1650, Kentish Knock 1652Portland 1653Gabbard 1653Scheveninged 1653, 30\xa0ft 8\xa0in (9.3\xa0m),, 15\xa0ft 4\xa0in (4.7\xa0m), December 1649,,,,,,,,,,,,,Fourth Rate
1650,1650,English ship Sussex (1652),,,,,,,England,,,,//upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Flag_of_The_Commonwealth.svg/35px-Flag_of_The_Commonwealth.svg.png,,,, Sussex, c.600, 180 (1653), 46 guns (1653),, November 1652," 110\xa0ft (34\xa0m) (keel, estimated)",,," Accidentally blown up, 9 December 1653", Fourth-ratefrigate, Full-rigged ship,,,,,,,,,,, 32\xa0ft (9.8\xa0m) (estimated),,, 27 February 1652,,,,,,,,,,,,,Fourth Rate
1650,1650,HMS Assistance (1650),,,,,,,Commonwealth of England,Kingdom of England,Great Britain,,//upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Flag_of_The_Commonwealth.svg/35px-Flag_of_The_Commonwealth.svg.png,//upload.wikimedia.org/wikipedia/commons/thumb/9/9c/English_Red_Ensign_1620.svg/46px-English_Red_Ensign_1620.svg.png,//upload.wikimedia.org/wikipedia/commons/thumb/f/fa/White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/51px-White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,, Assistance, 513+26⁄94tonsbm, 180 in 1653170 in 1666, 40 guns 165346 guns 166622 × culverins (LD)20 × demi-culverins (UD)4 × sakers (QD) (2 sakers added in 1677)50 guns in 168522 × culverins (LD)22 × demi-culverins (UD)6 × sakers (QD)," Henry Johnson, Deptford",1650, 121\xa0ft 0\xa0in (36.9\xa0m) gundeck101\xa0ft 6\xa0in (30.9\xa0m) keel for tonnage,,, Sunk as breakwater 14 December 1745, 50-gunFourth-rate, ship-rigged,,,,,,,, 1707 Act of Union,1650, Lowestoft 1665Vagen 1665Four Days Battle 1666Orfordness 1666Martinique 1667, 30\xa0ft 10\xa0in (9.4\xa0m), 15\xa0ft 6\xa0in (4.7\xa0m), 15\xa0ft 5\xa0in (4.7\xa0m), December 1649,,,,,,,,,,,,,Fourth Rate
1650,1650,HMS Bristol (1653),,,,,,,Commonwealth of England,Kingdom of England,Great Britain,Kingdom of France,//upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Flag_of_The_Commonwealth.svg/35px-Flag_of_The_Commonwealth.svg.png,//upload.wikimedia.org/wikipedia/commons/thumb/9/9c/English_Red_Ensign_1620.svg/46px-English_Red_Ensign_1620.svg.png,//upload.wikimedia.org/wikipedia/commons/thumb/f/fa/White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/51px-White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,//upload.wikimedia.org/wikipedia/commons/thumb/0/01/Flag_of_France_%281814%E2%80%931830%29.svg/42px-Flag_of_France_%281814%E2%80%931830%29.svg.png, Bristol, 534+45⁄94tonsbm,,, Portsmouth Dockyard,1653, 104\xa0ft (31.7\xa0m) gundeck104\xa0ft (31.7\xa0m) Keel for tonnage,,, By two French ships, 44-gunFourth-rate,,, Bristol,,,,, 24 April 1709, May 1660,1653, Santa Cruz 1657, 31\xa0ft 1\xa0in (9.5\xa0m), 15\xa0ft 8\xa0in (4.8\xa0m),, 27 February 1652,,,,,,,,,,,,,Fourth Rate
1650,1650,HMS Diamond (1652),,,,,,,England,France,,,//upload.wikimedia.org/wikipedia/commons/thumb/9/9c/English_Red_Ensign_1620.svg/46px-English_Red_Ensign_1620.svg.png,//upload.wikimedia.org/wikipedia/commons/thumb/0/01/Flag_of_France_%281814%E2%80%931830%29.svg/42px-Flag_of_France_%281814%E2%80%931830%29.svg.png,,, Diamond,,, 40 guns (1660); 48 guns (1677)," Peter Pett,Deptford Dockyard", 15 March 1652, 127\xa0ft 6\xa0in (38.9\xa0m) (gundeck)105\xa0ft 6\xa0in (32.2\xa0m) (keel),,, unknown, 40-gunfourth-ratefrigate, Full-rigged ship,,,,,,," 20 September 1693, by the French",1693,,, 31\xa0ft 3\xa0in (9.5\xa0m),, 15\xa0ft 7.5\xa0in (4.8\xa0m), June 1651,,,,,,,,,,,,,Fourth Rate
1650,1650,HMS Leopard (1659),,,,,,,England,,,,//upload.wikimedia.org/wikipedia/commons/thumb/9/9c/English_Red_Ensign_1620.svg/46px-English_Red_Ensign_1620.svg.png,,,, HMSLeopard, 645bm,, 44 guns (1660); 54 guns (1677)," Jonas Shish, Deptford Dockyard", February 1659, 109\xa0ft (33.2\xa0m) (keel),,," Sunk as breakwater, 1699", Fourth-ratefrigate, Full-rigged ship,,,,,,,,,,, 33\xa0ft 9\xa0in (10.3\xa0m),, 15\xa0ft (4.6\xa0m), 29 September 1657,,,,,,,,,,,,,Fourth Rate
1650,1650,HMS Reserve (1650),,,,,,,Commonwealth of England,Kingdom of England,,,//upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Flag_of_The_Commonwealth.svg/35px-Flag_of_The_Commonwealth.svg.png,//upload.wikimedia.org/wikipedia/commons/thumb/9/9c/English_Red_Ensign_1620.svg/46px-English_Red_Ensign_1620.svg.png,,, Reserve, 579+80⁄94tonsbm, 180 personnel, 44 guns in 165348 in 166622 × culverins (LD)20 × demi-culverins (UD)6 × sakers (QD) (2 sakers added in 1677)48 guns in 168522 × culverins (LD)22 × demi-culverins (UD)4 × sakers (QD)," Peter Pett II, Woodbridge",1650, 117\xa0ft 6\xa0in (35.8\xa0m) gundeck96\xa0ft 5\xa0in (29.4\xa0m) keel for tonnage,,, Foundered off Yarmouth 27 November 1703, 50-gunFourth-rate, ship-rigged,,,,,,,, May 1660,1650, Lowestoft 1665Four Days Battle 1666Orfordness 1666Barfleur 1692, 31\xa0ft 1\xa0in (9.5\xa0m),, 13\xa0ft 0\xa0in (4.0\xa0m), December 1649,,,,,,,,,,,,,Fourth Rate
1650,1650,HMS Yarmouth (1653),,,,,,,England,,,,//upload.wikimedia.org/wikipedia/commons/thumb/9/9c/English_Red_Ensign_1620.svg/46px-English_Red_Ensign_1620.svg.png,,,, Yarmouth,,, 44 guns (1660); 54 guns (1677)," Edmund Edgar, Great Yarmouth",1653, 105\xa0ft (32.0\xa0m) (keel),,," Broken up, 1680", 44-gunfourth-ratefrigate, Full-rigged ship,,,,,,,,,,, 33\xa0ft (10.1\xa0m),, 13\xa0ft 3\xa0in (4.0\xa0m), 27 December 1652,,,,,,,,,,,,,Fourth Rate
1660,1660,HMS Nonsuch (1668),,,,,,,England,,,,//upload.wikimedia.org/wikipedia/commons/thumb/9/9c/English_Red_Ensign_1620.svg/46px-English_Red_Ensign_1620.svg.png,,,, HMSNonsuch, 35929⁄94bm, 150 as Fifth Rate;180 as Fourth Rate," 40 in 1685:20demi-culverins,16sakersand 4 × 3-pounder guns"," Anthony Deane, atPortsmouth Dockyard", 22 December 1668, 97\xa0ft 3.5\xa0in (29.7\xa0m)(gundeck)88\xa0ft 3\xa0in (26.9\xa0m) (keel), Sails,,, 36-gunfifth rate(as launched)Re-rated as 42-gunfourth ratein 1669Re-rated as 36-gun fifth rate in 1691, Full-rigged ship,,,,,,, On 4 January 1695 by a Frenchprivateer,, 22 December 1668,, 27\xa0ft 8\xa0in (8.4\xa0m), 12\xa0ft 8\xa0in (3.86\xa0m), 10\xa0ft 10\xa0in (3.30\xa0m), 13 June 1668,,,,,,,,,,,,,Fourth Rate
1660,1660,HMS Princess (1660),,,,,,,England,,,,//upload.wikimedia.org/wikipedia/commons/thumb/9/9c/English_Red_Ensign_1620.svg/46px-English_Red_Ensign_1620.svg.png,,,, HMSPrincess, 60240⁄94(bm),, 44 guns (1660); 54 guns (1677)," Daniel Furzer, Lydney", 27 August 1660, 105\xa0ft (32.0\xa0m) (keel),,," Broken up, 1680", Fourth-ratefrigate, Full-rigged ship,,,,,,,,,,, 31\xa0ft 6\xa0in (9.6\xa0m),, 14\xa0ft 6\xa0in (4.4\xa0m), 9 September 1658,,,,,,,,,,,,,Fourth Rate
1660,1660,HMS Saint Patrick,,,,,,,England,Dutch Republic,,,//upload.wikimedia.org/wikipedia/commons/thumb/9/9c/English_Red_Ensign_1620.svg/46px-English_Red_Ensign_1620.svg.png,//upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Prinsenvlag.svg/42px-Prinsenvlag.svg.png,,, Zwanenburg,621,," nominally 50 guns; actually carried 48 guns comprising 20 × 24-pounders, 2 culverins, 22 demi-culverins and 4 sakers"," Francis Bayley, Bristol", 9 May 1666, 102\xa0ft (31\xa0m) (keel),,,, 50-gunfourth-rateship of the line, Full-rigged ship,,,,,,," 5 February 1667, by Dutch Navy", 5 February 1667, 10 June 1666,, 33\xa0ft 10\xa0in (10.31\xa0m),, 14\xa0ft 6\xa0in (4.42\xa0m), 15 April 1665 (contract),,,,,,,,,,,,,Fourth Rate
1670,1670,HMS Berwick (1679),,,,,,,England,,,,//upload.wikimedia.org/wikipedia/commons/thumb/9/9c/English_Red_Ensign_1620.svg/46px-English_Red_Ensign_1620.svg.png,,,, HMSBerwick," 1,04123⁄94tons (bm)",, 1677 Establishment 72/60 guns26 × demi-cannons 54 cwt – 9.5 ft (LD)26 × 12-pdr guns 32 cwt – 9 ft (UD)10 × sakers 16 cwt – 7 ft (QD)4 × sakers 16 cwt – 7 ft (Fc)5 × 5 3-pdr guns 5 cwt – 5 ft (RH), Chatham Dockyard, May 1679, 150\xa0ft 10\xa0in (45.97\xa0m) gundeck121\xa0ft 4\xa0in (36.98\xa0m), Sails,, Hulked at Portsmouth 1715 and Broken at Portsmouth in August 1642, 70-gunthird rateship of the line, Full-rigged ship,,,,,,,,,1689, Barfleur 1692Vigo 1702Gibraltar 1704Velez Malaga 1704, 40\xa0ft 0\xa0in (12.19\xa0m), 17\xa0ft 0\xa0in (5.18\xa0m), 17\xa0ft 0\xa0in (5.18\xa0m), April 1677,,,,,,,,,,,,,Third Rate
1670,1670,HMS Burford (1679),,,,,,,Kingdom of England,,,,//upload.wikimedia.org/wikipedia/commons/thumb/9/9c/English_Red_Ensign_1620.svg/46px-English_Red_Ensign_1620.svg.png,,,, HMSBurford," 1,11325⁄94(bm)",, 1677 Establishment 72/60 guns26 × demi-cannons (54 cwt – 9.5 ft (LD)26 × 12-pdr guns 32 cwt – 9 ft (UD)10 × sakers 16 cwt – 7 ft (QD)4 × sakers 16 cwt – 7 ft (Fc)5 × 5 3-pdr guns 5 cwt – 5 ft (RH)," Phineas Pett (completed by Thomas Shish), Woolwich Dockyard", November 1679, 152\xa0ft 4\xa0in (46.4\xa0m) (gun deck)126\xa0ft 2\xa0in (38.5\xa0m) (keel), Sails,," Wrecked, 14 February 1719", 70-gun third rate ship of the line, Full-rigged ship,," Charles Beauclerk, Duke of Burford",, 1679–1719,,,,, 15 December 1679, Barfleur 1692Gibraltar 1704Velez-Malaga 1704Passaro 1718, 40\xa0ft 4\xa0in (12.29\xa0m), 18\xa0ft 0\xa0in (5.49\xa0m), 16\xa0ft4+1⁄4in (5.0\xa0m), April 1677,,,,,,,,,,,,,Third Rate
1670,1670,HMS Elizabeth (1679),,,,,,,England,,,,//upload.wikimedia.org/wikipedia/commons/thumb/9/9c/English_Red_Ensign_1620.svg/46px-English_Red_Ensign_1620.svg.png,,,, HMSElizabeth," 1,07292⁄94tons (bm)",, 1703 Establishment 70/62 guns24/22 × 24 pdr guns (LD)26/24 × demi-culverins (UD)12/10 × 6-pdr guns (QD)4/2 ×  6-pdr guns (Fc)4 × 3-pdr guns (RH)," Robert Castle, Deptford", 3 March 1678, 151\xa0ft 8\xa0in (46.23\xa0m) gundeck120\xa0ft 0\xa0in (36.58\xa0m) keel for tonnage, Sails,," Captured by French, French Navy LElisabeth, deleted 1720 at Brest", 70-gunthird rateship of the line, Full-rigged ship,,,,,,, 23 November 1704,, 18 January 1680, Barfleur 1692, 41\xa0ft 0\xa0in (12.50\xa0m), 18\xa0ft 0\xa0in (5.49\xa0m), 17\xa0ft 1.5\xa0in (5.22\xa0m), March 1678,,,,,,,,,,,,,Third Rate
1670,1670,HMS Grafton (1679),,,,,,,England,,,,//upload.wikimedia.org/wikipedia/commons/thumb/9/9c/English_Red_Ensign_1620.svg/46px-English_Red_Ensign_1620.svg.png,,,, HMSGrafton," 1,10342⁄94tons (bm)",, 1685 Establishment 72/60 guns26 × demi-cannons (54 cwt – 9.5 ft (LD)26 × demi-culverins (UD)10 × sakers 16 cwt – 7 ft (QD)4 × sakers 16 cwt – 7 ft (Fc)5 × 5 3-pdr guns 5 cwt – 5 ft (RH), Woolwich Dockyard, 17 May 1679, 150\xa0ft 8.5\xa0in (45.94\xa0m) gundeck124\xa0ft 5\xa0in (37.92\xa0m) Keel for tonnage, Sails,," Le Grafton in French Navy, broken 1744", 70-gun third rate ship of the line, Full-rigged ship,,,,,,, 2 May 1707 by French,, 16 July 1679, Barfleur 1692Vigo 1704Gibraltar 1704Velez-Malaga 1704, 40\xa0ft 10\xa0in (12.45\xa0m), 18\xa0ft 0\xa0in (5.49\xa0m), 16\xa0ft 8\xa0in (5.08\xa0m), April 1677,,,,,,,,,,,,,Third Rate
1670,1670,HMS Greyhound (1672),,,,,,,England,,,,//upload.wikimedia.org/wikipedia/commons/thumb/9/9c/English_Red_Ensign_1620.svg/46px-English_Red_Ensign_1620.svg.png,,,, HMSGreyhound, 18438/94bm,, as built16 × 6-pounder MLSB guns168514 × sakers on trucks2 × 3-pdrs," Royal Dockyard,Portsmouth", July 1672, 93\xa0ft 0\xa0in (28.35\xa0m) gundeck75\xa0ft 0\xa0in (22.86\xa0m) keel for tonnage,,, Sold 13 May 1698," 16/14=gun, Sixth Rate",,,,,,,,,, 17 July 1672, Barfleur 1692, 21\xa0ft 6\xa0in (6.55\xa0m) for tonnage, 8\xa0ft 6\xa0in (2.59\xa0m), 9\xa0ft 0\xa0in (2.74\xa0m), 6 December 1671,,,,,,,,,,,,,Sixth Rate
1670,1670,HMS Larke (1675),,,,,,,England,,,,//upload.wikimedia.org/wikipedia/commons/thumb/9/9c/English_Red_Ensign_1620.svg/46px-English_Red_Ensign_1620.svg.png,,,, HMSLarkeorLark, 19925/94bm,, as built16 × 6-pounder MLSB guns2 × minions168516 × sakers on trucks2 × 3-pdrs, Anthony DeaneBlackwall, 11 June 1675, 74\xa0ft 0\xa0in (22.56\xa0m) keel for tonnage,,, Sold 3 May 1698," 16/18=gun, Sixth Rate",,,,,,,,,, 19 June 1675,, 22\xa0ft 6\xa0in (6.86\xa0m) for tonnage, 9\xa0ft 0\xa0in (2.74\xa0m), 9\xa0ft 2\xa0in (2.79\xa0m), 30 September 1674,,,,,,,,,,,,,Sixth Rate
1670,1670,HMS Northumberland (1679),,,,,,,England,,,,//upload.wikimedia.org/wikipedia/commons/thumb/9/9c/English_Red_Ensign_1620.svg/46px-English_Red_Ensign_1620.svg.png,,,, HMSNorthumberland, 104123⁄94tons (bm),, 1677 Establishment 72/60 guns26 × demi-cannons (54 cwt – 9.5 ft (LD)26 × 12-pdr guns 32 cwt – 9 ft (UD)10 × sakers 16 cwt – 7 ft (QD)4 × sakers 16 cwt – 7 ft (Fc)5 × 5 3-pdr guns 5 cwt – 5 ft (RH)," Baylie,Bristol", June 1679, 151\xa0ft 11.75\xa0in (46.32\xa0m) gundeck121\xa0ft 4\xa0in (36.98\xa0m) keel for tonnage, Sails,," Wrecked, 26/27 November 1703, on the Goodwin Sands", 70-gunthird-rateship of the line, Full-rigged ship,," George Fitzroy, Duke of Northumberland",,,,,,, 20 June 1679, Barfleur 1693Vigo 1702, 40\xa0ft 2\xa0in (12.24\xa0m), 18\xa0ft (5.49\xa0m), 17\xa0ft 3\xa0in (5.26\xa0m), May 1677,,,,,,,,,,,,,Third Rate
1670,1670,HMS Pendennis (1679),,,,,,,England,,,,//upload.wikimedia.org/wikipedia/commons/thumb/9/9c/English_Red_Ensign_1620.svg/46px-English_Red_Ensign_1620.svg.png,,,, HMSPendennis, 105131⁄94tons(bm),, 1677 Establishment 72/60 guns26 × demi-cannons (54 cwt – 9.5 ft (LD)26 × 12-pdr guns 32 cwt – 9 ft (UD)10 × sakers 16 cwt – 7 ft (QD)4 × sakers 16 cwt – 7 ft (Fc)5 × 5 3-pdr guns 5 cwt – 5 ft (RH)," Phineas Pett,Chatham Dockyard",1679, 150\xa0ft 10\xa0in (45.97\xa0m) gundeck121\xa0ft 9\xa0in (37.11\xa0m) keel for tonnage, Sails,," Wrecked on the Kentish Knock, 26 October 1689", 70-gunthird rateship of the line, Full-rigged ship,,,,,,,,, 25 September 1688,, 40\xa0ft 3.5\xa0in (12.28\xa0m), 17\xa0ft 0\xa0in (5.18\xa0m), 17\xa0ft 0\xa0in (5.18\xa0m), April 1677,,,,,,,,,,,,,Third Rate
1670,1670,HMS Restoration (1678),,,,,,,England,,,,//upload.wikimedia.org/wikipedia/commons/thumb/9/9c/English_Red_Ensign_1620.svg/46px-English_Red_Ensign_1620.svg.png,,,, HMSRestoration," 1,04464⁄94tons (bm)",, 1685 Establishment 70/62 guns26 × demi-cannons 54 cwt – 9.5 ft (LD)26 × demi-culverins (UD)10 × sakers 16 cwt – 7 ft (QD)4 × sakers 16 cwt – 7 ft (Fc)5 × 5 3-pdr guns 5 cwt – 5 ft (RH), Harwich Dockyard, 25 May 1678, 150\xa0ft 9\xa0in (45.95\xa0m) gundeck150\xa0ft 9\xa0in (45.95\xa0m) keel for tonnage, Sails,," Wrecked, 27 November 1703 on the Goodwin Sands.", 70-gun third-rate ship of the line, Full-rigged ship,,,,,,,,, 15 May 1678, Barfleur 1692, 40\xa0ft 0\xa0in (12.19\xa0m), 18\xa0ft 0\xa0in (5.49\xa0m), 17\xa0ft 0\xa0in (5.18\xa0m), April 1677,,,,,,,,,,,,,Third Rate
1670,1670,HMS Sapphire (1675),,,,,,,England,,,,//upload.wikimedia.org/wikipedia/commons/thumb/9/9c/English_Red_Ensign_1620.svg/46px-English_Red_Ensign_1620.svg.png,,,, Sapphire, 34081⁄94bm, 135/115/90, Under 1677 Establishment: 32/28Lower deck: 18 x demi-culverinsUpper deck: 10 x sakersQuarter deck: 4 x minionsUnder 1685 Establishment: 2816 × 8 pdr sakers10 × minions2 × 3 pdrs," Anthony Deane,Harwich", June 1675, 105\xa0ft 8\xa0in (32.2\xa0m) (overall)89\xa0ft (27.1\xa0m) (keel), Sails,, Sunk on 11 September 1696, 32-gunfifth rate, Full-rigged ship,,,,,,,,,,, 26\xa0ft 10\xa0in (8.2\xa0m), 13\xa0ft 2\xa0in (4.0\xa0m), 10\xa0ft (3.05\xa0m), 30 September 1675,,,,,,,,,,,,,Fifth Rate
1670,1670,HMS Windsor Castle (1679),,,,,,,England,,,,//upload.wikimedia.org/wikipedia/commons/thumb/9/9c/English_Red_Ensign_1620.svg/46px-English_Red_Ensign_1620.svg.png,,,, HMSWindsor Castle, 1325bm,, 90 guns of various weights of shot," Thomas Shish, Woolwich Dockyard", 4 March 1679, 125\xa0ft 7\xa0in (38.3\xa0m) (keel), Sails,," Wrecked, 28 April 1693", 90-gunsecond rateship of the line, Full-rigged ship,,,,,,,,,1690,, 44\xa0ft 6.5\xa0in (13.6\xa0m),, 18\xa0ft 3\xa0in (5.6\xa0m), 5 May 1677,,,,,,,,,,,,,Second Rate
1670,1672,French ship Bien-Aimé (1672),,,,,,,France,,,,//upload.wikimedia.org/wikipedia/commons/thumb/0/01/Flag_of_France_%281814%E2%80%931830%29.svg/42px-Flag_of_France_%281814%E2%80%931830%29.svg.png,,,, Bien-Aimé(sometimes writtenBien-Aiméeor Bienaymée), 300 tonnes, 150 men, 20 to 24 guns, Toulon, 20 March 1672,,, 31 October 1671,,, Full-rigged ship,,,,1672,1693,,,,,,,,, 24 April 1671,,,,,,,,,,,,,
1680,1680,HMS Experiment (1689),,,,,,,England,,,,//upload.wikimedia.org/wikipedia/commons/thumb/9/9c/English_Red_Ensign_1620.svg/46px-English_Red_Ensign_1620.svg.png,,,, HMSExperiment, 3712/94bm, as fifth rate 145/100as sixth rate 115/85, 20 × 6-pdr 19 cwt guns on wooden trucks (UD)," Royal Dockyard,Chatham", 17 December 1689, 105\xa0ft 0\xa0in (32.0\xa0m) gundeck92\xa0ft 0\xa0in (28.0\xa0m) keel for tonnage,,, Breaking completed at Portsmouth in July 1738,, ship-rigged,,,,,,,,,1690,, 28\xa0ft 4\xa0in (8.6\xa0m) for tonnage,, 10\xa0ft 6\xa0in (3.2\xa0m), 28 June 1689,,,, 32-gunfifth rate,,,,,,,,,
1690,1690,French ship Fort (1693),,,,,,,France,,,,//upload.wikimedia.org/wikipedia/commons/thumb/0/01/Flag_of_France_%281814%E2%80%931830%29.svg/42px-Flag_of_France_%281814%E2%80%931830%29.svg.png,,,, Fort,," 450 men (350 in peacetime), + 8 officers", 68 guns, Rochefort, February 1693, 142 French feeta,, July 1692, Burnt atBattle of Vigoin October 1702 to avoid capture,,,,,,,,,,, May 1693,, 41 French feet, 20½-24½ French feet, 17¾ French feet, June 1692,,,,,,,,,,,,,
1690,1690,French ship Prompt (1692),,,,,,,France,,,,//upload.wikimedia.org/wikipedia/commons/thumb/0/01/Flag_of_France_%281814%E2%80%931830%29.svg/42px-Flag_of_France_%281814%E2%80%931830%29.svg.png,,,, Prompt,," 500 men (380 in peacetime), + 10 officers"," 70, later 76 guns", Dunkirk, 25 December 1692, 154 French feeta,, September 1692, Captured at theBattle of Vigoin October 1702,,,,,,,,,,, March 1693,, 40 French feet, 22-24½ French feet, 15 French feet 8 inches, June 1692,,,,,,,,,,,,,
1690,1690,French ship Saint Louis (1692),,,,,,,France,,,,//upload.wikimedia.org/wikipedia/commons/thumb/0/01/Flag_of_France_%281814%E2%80%931830%29.svg/42px-Flag_of_France_%281814%E2%80%931830%29.svg.png,,,, Saint Louis,," 380 men (300 in peacetime), + 7/9 officers", 64 guns, Le Havre, 10 December 1692, 136 French feeta,, June 1692, Sold to be taken to pieces in 1712,,,,,,,,,,, February 1693,, 37.5 French feet, 20 French feet, 17 French feet, June 1692,,,,,,,,,,,,,
1690,1690,French ship Éole (1693),,,,,,,France,,,,//upload.wikimedia.org/wikipedia/commons/thumb/0/01/Flag_of_France_%281814%E2%80%931830%29.svg/42px-Flag_of_France_%281814%E2%80%931830%29.svg.png,,,, Éole,," 380 men (300 in peacetime), + 7/9 officers", 64 guns, Le Havre, 23 February 1693, 136 French feeta,, July 1692, Sold to be taken to pieces in 1710,,,,,,,,,,, May 1693,, 37.5 French feet, 20 French feet, 17 French feet, June 1692,,,,,,,,,,,,,
1690,1690,HMS Anglesea (1694),,,,,,,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/f/fa/White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/51px-White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, HMSAnglesea, 620 tons bm,, 50 guns of various weights of shot," Waffe, Plymouth Dockyard",1694, 125\xa0ft (38.1\xa0m) (gundeck), Sails,,, 50-gunfourth rateship of the line, Full-rigged ship,,,,,,,,,,, 33\xa0ft 2\xa0in (10.1\xa0m),, 14\xa0ft (4.3\xa0m),1693,,,,,,,,,,,,,Fourth Rate
1690,1690,HMS Arundel (1695),,,,,,,England,,,,//upload.wikimedia.org/wikipedia/commons/thumb/9/9c/English_Red_Ensign_1620.svg/46px-English_Red_Ensign_1620.svg.png,,,, HMSArundel, 37771⁄94tons (bm), 145/110, as built 32 guns4/4 × demi-culverins (LD)22/20 × 6-pdr guns (UD)6/4 × 4-pdr guns (QD)," Thomas Ellis, Shoreham", 13 September 1695, 108\xa0ft 7\xa0in (33.10\xa0m) gundeck90\xa0ft 7\xa0in (27.61\xa0m) keel for tonnage, Sails,, Sold to John Mackpheadras by AO 11 June 1713, 32-gunfifth rate, Full-rigged ship,,,,,,,,,1695,, 28\xa0ft 0\xa0in (8.53\xa0m),, 10\xa0ft 6\xa0in (3.20\xa0m), 24 December 1694,,,,,,,,,,,,,Fifth Rate
1690,1690,HMS Basilisk (1695),,,,,,,England,,,,//upload.wikimedia.org/wikipedia/commons/thumb/9/9c/English_Red_Ensign_1620.svg/46px-English_Red_Ensign_1620.svg.png,,,, HMSBasilisk, 16363⁄94(bm),30, 4 × 2-pdrs2 × 121⁄2in. mortars," William Redding,Wapping", 4 May 1695, 72\xa0ft 2\xa0in (22.0\xa0m) (overall)57\xa0ft 4\xa0in (17.5\xa0m) (keel), Sail,," Broken up,Deptford Dockyard, 1729", 6-gunSerpent-classbomb vessel, Ketch-rigged,,,,, 21 January 1729,,,,1695,, 23\xa0ft 2\xa0in (7.1\xa0m),, 10\xa0ft 2\xa0in (3.1\xa0m), 9 January 1695,,,,,,,,,,,,,Bomb vessel
1690,1690,HMS Bideford (1695),,,,,,,England,,,,//upload.wikimedia.org/wikipedia/commons/thumb/9/9c/English_Red_Ensign_1620.svg/46px-English_Red_Ensign_1620.svg.png,,,, HMSBideford, 255+73⁄94bm,, initially as ordered20 × sakers on wooden trucks (UD)4 × 3-pdr on wooden trucks (QD)1703 establishment20 × 6-pdrs on wooden trucks (UD)4 × 4-pdr on wooden trucks (QD)," Nicholas Barret, Harwich", 25 October 1695, 93\xa0ft 1\xa0in (28.4\xa0m) gundeck78\xa0ft 6\xa0in (23.9\xa0m) keel for tonnage,,, Wrecked 12 November 1699,,,,,,,,,,, 19 October 1695,, 24\xa0ft 9\xa0in (7.5\xa0m) for tonnage,, 10\xa0ft 9\xa0in (3.3\xa0m), 11 May 1694,,,, 20-gun sixth rate,,,,,,,,,
1690,1690,HMS Blackwall,,,,,,,England,France,,,//upload.wikimedia.org/wikipedia/commons/thumb/9/9c/English_Red_Ensign_1620.svg/46px-English_Red_Ensign_1620.svg.png,//upload.wikimedia.org/wikipedia/commons/thumb/0/01/Flag_of_France_%281814%E2%80%931830%29.svg/42px-Flag_of_France_%281814%E2%80%931830%29.svg.png,,, Blekoualle,678, 230 (160 peacetime), 54 guns in wartime (46 in peacetime) comprisingLowerdeck:  22 × 12-poundersUpperdeck: 22 × 6-pounders;Quarterdeck: 8 × 6-pounders;Focsle 2× 6-pounders," Henry Johnson,Blackwall Yard", 6 July 1696, 131\xa0ft 1.5\xa0in (40.0\xa0m) (gundeck),,, Captured again by French 1709, 50-gunfourth-rateship of the line, Full-rigged ship,,,,,,," 15 March 1708, by the British", 20 October 1705,,, 34\xa0ft 2.5\xa0in (10.4\xa0m),, 13\xa0ft 7.5\xa0in (4.2\xa0m), 12 September 1695,,,,,,,,,,,,,Fourth Rate
